Date Published,Event,Frequency,Headline Text,Location,News Sentiment,News Source,Number,Organization,Other,Person,Sector,Sentiment Magnitude,Source,Sub-Sector,Summary,Super Region,URL
2020-12-21, ,DAILY,Why Exxon Mobil is a smart bet on the energy sector, ,-0.5,CNBC, ,Exxon Mobil;CNBC;Goldman Sachs,bet;energy sector;story;way;oil prices,subscribers;analysts;Pro;options traders,NEWS AI SENTIMENTS,1.0,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,. GOLDMAN SACHS ANALYSTS ARE GROWING MORE BULLISH ON OIL PRICES AND THEY BELIEVE THERE'S A WAY FOR OPTIONS TRADERS ...,GLOBAL DATA,https://www.cnbc.com/2020/12/18/smart-bet-on-energy-sector-in-first-quarter.html
2020-12-18,outperformance,DAILY,Exxon's Suddenly Trouncing Chevron. Coincidence?, ,0.0,THE WASHINGTON POST,1,Suddenly Trouncing Chevron;Chevron;Exxon;LLC,Coincidence;chart;nothing;activist shareholder;Engine, ,NEWS AI SENTIMENTS,0.9,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,PERHAPS IT'S NOTHING. IT'S HARD TO SEE IN THAT CHART BUT EXXON'S RELATIVE OUTPERFORMANCE VERSUS CHEVRON SINCE ACTIVIST SHAREHOLDER ENGINE NO. 1 LLC SHOWED UP IS ...,GLOBAL DATA,https://www.washingtonpost.com/business/energy/exxons-suddenly-trouncing-chevron-coincidence/2020/12/17/6cfa2d8c-4089-11eb-b58b-1623f6267960_story.html
2020-12-17, ,DAILY,Exxon's Shakespearean drama, ,0.0,CNN, ,Exxon;CNN;CNN Business' Nightcap,Nightcap;inbox,Shakespearean,NEWS AI SENTIMENTS,0.2,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES, EDITOR'S NOTE: A VERSION OF THIS STORY APPEARED IN CNN BUSINESS' NIGHTCAP NEWSLETTER. TO GET IT IN YOUR INBOX SIGN UP HERE. IN TODAY'S NIGHTCAP: EXXON IS IN ...,GLOBAL DATA,https://www.cnn.com/2020/12/15/business/nightcap-exxon-spotify-mackenzie-scott/index.html
2020-12-16, ,DAILY,Could Exxon Mobil's new climate plan signal a turning point ...,U.S.,-0.2,THE HILL,one,Exxon Mobil;Exxon;oil giants,turning point;climate plan;one;handle;pressure;criticism,investors;activists,NEWS AI SENTIMENTS,0.9,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,EXXON IS ONE OF THE MOST POWERFUL U.S.-BASED MULTINATIONAL OIL GIANTS BUT IT HAS BEEN FACING CRITICISM AND PRESSURE FROM ACTIVISTS AND INVESTORS TO GET A HANDLE ON ...,GLOBAL DATA,https://thehill.com/changing-america/sustainability/energy/530359-could-exxon-mobils-new-climate-plan-signal-a-turning
2020-12-16, ,DAILY,Exxon's Shakespearean drama, ,0.0,CNN, ,Exxon;CNN;CNN Business' Nightcap,Nightcap;inbox,Shakespearean,NEWS AI SENTIMENTS,0.2,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES, EDITOR'S NOTE: A VERSION OF THIS STORY APPEARED IN CNN BUSINESS' NIGHTCAP NEWSLETTER. TO GET IT IN YOUR INBOX SIGN UP HERE. IN TODAY'S NIGHTCAP: EXXON IS IN ...,GLOBAL DATA,https://www.cnn.com/2020/12/15/business/nightcap-exxon-spotify-mackenzie-scott/index.html
2020-12-16, ,DAILY,Tuesday's analyst calls: Dick's Deere Wells Fargo Exxon ..., ,0.0,CNBC, ,Exxon;Wells Fargo;Zynga;Chevron,analyst calls;weight;overweight,Dick;Deere,NEWS AI SENTIMENTS,0.2,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,WELLS FARGO UPGRADED EXXON TO OVERWEIGHT FROM EQUAL WEIGHT AND DOWNGRADED CHEVRON TO EQUAL WEIGHT FROM OVERWEIGHT. WELLS FARGO UPGRADED ZYNGA TO ...,GLOBAL DATA,https://www.cnbc.com/2020/12/15/tuesdays-analyst-calls-dicks-deere-wells-fargo-exxon-more.html
2020-12-16, ,DAILY,Exxon is in crisis. Angry shareholders are rebelling,New York,-0.4,CNN, ,Exxon;ExxonMobil;CNN,crisis;Business;envy;oil industry,shareholders,NEWS AI SENTIMENTS,1.4,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,NEW YORK  FOR DECADES EXXONMOBIL WAS AN UNSTOPPABLE MACHINE AND THE ENVY OF THE OIL INDUSTRY. NOW THAT MACHINE HAS BROKEN DOWN -- AND ...,GLOBAL DATA,https://www.cnn.com/2020/12/15/investing/exxon-oil-stock-activist-investors/index.html
2020-12-15, ,DAILY,Exxon Mobil plans to lower greenhouse gas emissions by 2025, ,0.0,REUTERS,2025;five,Reuters;Exxon Mobil;Exxon Mobil Corp,greenhouse gas emissions;goals, ,NEWS AI SENTIMENTS,0.0,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES, - OIL MAJOR EXXON MOBIL CORP SAID ON MONDAY IT PLANNED TO REDUCE ITS GREENHOUSE GAS EMISSIONS OVER THE NEXT FIVE YEARS TO SUPPORT THE GOALS OF THE ...,GLOBAL DATA,https://uk.reuters.com/article/exxon-mobil-carbon-idUKKBN28O1W6
2020-12-15, ,DAILY,Exxon Mobil plans to lower greenhouse gas emissions by 2025, ,0.0,REUTERS,2025;five,Reuters;Exxon Mobil;Exxon Mobil Corp,greenhouse gas emissions;goals, ,NEWS AI SENTIMENTS,0.0,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES, - OIL MAJOR EXXON MOBIL CORP SAID ON MONDAY IT PLANNED TO REDUCE ITS GREENHOUSE GAS EMISSIONS OVER THE NEXT FIVE YEARS TO SUPPORT THE GOALS OF THE ...,GLOBAL DATA,https://uk.reuters.com/article/exxon-mobil-carbon-idUKKBN28O1W6
2020-12-15, ,DAILY,Oil giant Exxon Mobil pushes new climate change plan as ..., ,0.0,CNBC,five,Exxon Mobil;Oil giant,plan;climate change plan;methane flaring;greenhouse gas emissions;operations, ,NEWS AI SENTIMENTS,0.1,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,EXXON MOBIL ANNOUNCED A NEW FIVE-YEAR PLAN TO REDUCE GREENHOUSE GAS EMISSIONS INCLUDING FROM METHANE FLARING AND UPSTREAM OPERATIONS WHICH IT SAID WERE ...,GLOBAL DATA,https://www.cnbc.com/2020/12/14/exxon-mobil-begins-to-mount-defense-of-itself-and-a-bigas-activists-circle.html
2020-12-15, ,DAILY,Exxon Mobil under pressure on climate aims to cut emissions ..., ,-0.2,REUTERS, ,Exxon Mobil;Exxon Mobil Corp;Reuters,pressure;climate;emissions,investors;climate change campaigners,NEWS AI SENTIMENTS,0.4,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES, -OIL MAJOR EXXON MOBIL CORP UNDER INCREASING PRESSURE FROM INVESTORS AND CLIMATE CHANGE CAMPAIGNERS SAID ON MONDAY IT PLANNED TO REDUCE ITS ...,GLOBAL DATA,https://www.reuters.com/article/us-exxon-mobil-carbon/exxon-mobil-under-pressure-on-climate-aims-to-cut-emissions-intensity-by-2025-idUSKBN28O1TL
2020-12-15, ,DAILY,Exxon Mobil under pressure on climate aims to cut emissions ..., ,-0.2,REUTERS, ,Exxon Mobil;Exxon Mobil Corp;Reuters,pressure;climate;emissions,investors;climate change campaigners,NEWS AI SENTIMENTS,0.4,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES, -OIL MAJOR EXXON MOBIL CORP UNDER INCREASING PRESSURE FROM INVESTORS AND CLIMATE CHANGE CAMPAIGNERS SAID ON MONDAY IT PLANNED TO REDUCE ITS ...,GLOBAL DATA,https://www.reuters.com/article/us-exxon-mobil-carbon/exxon-mobil-under-pressure-on-climate-aims-to-cut-emissions-intensity-by-2025-idUSKBN28O1TL
2020-12-12,oil spill,DAILY,'Is Exxon a survivor?' The oil giant is at a crossroads.,crossroads;HOUSTON,0.0,THE BALTIMORE SUN,135,Exxon;Exxon Mobil;oil giant;governments,investments,survivor;Exxon Valdez,NEWS AI SENTIMENTS,0.2,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,HOUSTON GÇÖ OVER THE LAST 135 YEARS EXXON MOBIL HAS SURVIVED HOSTILE GOVERNMENTS ILL-FATED INVESTMENTS AND THE CATASTROPHIC EXXON VALDEZ OIL SPILL. THROUGH IT ...,GLOBAL DATA,https://www.baltimoresun.com/featured/sns-nyt-exxon-mobil-pandemic-energy-transition-20201211-f7ab4tfyf5gphhm7c6xj3qyke4-story.html
2020-12-12, ,DAILY,Upstart activist firm takes on Exxon Mobil and promptly draws ...,world,0.0,THE GLOBE AND MAIL, ,activist firm;Exxon Mobil;Exxon Mobil Corp.;investment company;company,energy world,giant,NEWS AI SENTIMENTS,1.2,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,EXXON MOBIL CORP. A GIANT OF THE ENERGY WORLD AND ONCE THE WORLD'S MOST VALUABLE COMPANY IS BEING PRESSURED BY A SMALL INVESTMENT COMPANY WHOSE ...,GLOBAL DATA,https://www.theglobeandmail.com/investing/investment-ideas/article-tiny-activist-investors-arguments-against-exxon-draw-crowd-to-its-side/
2020-12-12,oil spill,DAILY,'Is Exxon a survivor?' The oil giant is at a crossroads.,crossroads;HOUSTON,0.0,ORLANDO SENTINEL,135,Exxon;Exxon Mobil;oil giant;governments,investments,survivor;Exxon Valdez,NEWS AI SENTIMENTS,0.2,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,HOUSTON GÇÖ OVER THE LAST 135 YEARS EXXON MOBIL HAS SURVIVED HOSTILE GOVERNMENTS ILL-FATED INVESTMENTS AND THE CATASTROPHIC EXXON VALDEZ OIL SPILL. THROUGH IT ...,GLOBAL DATA,https://www.orlandosentinel.com/featured/sns-nyt-exxon-mobil-pandemic-energy-transition-20201211-f7ab4tfyf5gphhm7c6xj3qyke4-story.html
2020-12-12,oil spill,DAILY,'Is Exxon a survivor?' The oil giant is at a crossroads.,crossroads;HOUSTON,0.0,HARTFORD COURANT,135,Exxon;Exxon Mobil;oil giant;governments,investments,survivor;Exxon Valdez,NEWS AI SENTIMENTS,0.2,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,HOUSTON GÇÖ OVER THE LAST 135 YEARS EXXON MOBIL HAS SURVIVED HOSTILE GOVERNMENTS ILL-FATED INVESTMENTS AND THE CATASTROPHIC EXXON VALDEZ OIL SPILL. THROUGH IT ...,GLOBAL DATA,https://www.courant.com/featured/sns-nyt-exxon-mobil-pandemic-energy-transition-20201211-f7ab4tfyf5gphhm7c6xj3qyke4-story.html
2020-12-12,oil spill,DAILY,'Is Exxon a survivor?' The oil giant is at a crossroads.,crossroads;HOUSTON,0.0,CHICAGO TRIBUNE,135,Exxon;Exxon Mobil;oil giant;governments,investments,survivor;Exxon Valdez,NEWS AI SENTIMENTS,0.2,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,HOUSTON GÇÖ OVER THE LAST 135 YEARS EXXON MOBIL HAS SURVIVED HOSTILE GOVERNMENTS ILL-FATED INVESTMENTS AND THE CATASTROPHIC EXXON VALDEZ OIL SPILL. THROUGH IT ...,GLOBAL DATA,https://www.chicagotribune.com/featured/sns-nyt-exxon-mobil-pandemic-energy-transition-20201211-f7ab4tfyf5gphhm7c6xj3qyke4-story.html
2020-12-12,oil spill,DAILY,'Is Exxon a survivor?' The oil giant is at a crossroads.,crossroads;HOUSTON,0.0,SOUTH FLORIDA SUN-SENTINEL,135,Exxon;Exxon Mobil;oil giant;governments,investments,survivor;Exxon Valdez,NEWS AI SENTIMENTS,0.2,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,HOUSTON GÇÖ OVER THE LAST 135 YEARS EXXON MOBIL HAS SURVIVED HOSTILE GOVERNMENTS ILL-FATED INVESTMENTS AND THE CATASTROPHIC EXXON VALDEZ OIL SPILL. THROUGH IT ...,GLOBAL DATA,https://www.sun-sentinel.com/featured/sns-nyt-exxon-mobil-pandemic-energy-transition-20201211-f7ab4tfyf5gphhm7c6xj3qyke4-story.html
2020-12-11,oil spill,DAILY,The best way forward for managing Exxon Valdez oil spill ...,Prince William Sound,0.1,ANCHORAGE DAILY NEWS,30, ,way;damage;wildlife;ecosystems,Exxon Valdez,NEWS AI SENTIMENTS,1.4,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,MORE THAN 30 YEARS AGO THE EXXON VALDEZ RAN AGROUND IN PRINCE WILLIAM SOUND CAUSING WIDESPREAD DAMAGE TO MARINE WILDLIFE ECOSYSTEMS AND COASTAL ...,GLOBAL DATA,https://www.adn.com/opinions/2020/12/10/the-best-way-forward-for-managing-exxon-valdez-oil-spill-recovery-funds/
2020-12-11,oil spill,DAILY,'Is Exxon a Survivor?' The Oil Giant Is at a Crossroads.,Crossroads;HOUSTON,0.0,THE NEW YORK TIMES,135,Exxon;Exxon Mobil;Oil Giant;governments,investments,Survivor;Exxon Valdez,NEWS AI SENTIMENTS,0.2,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,HOUSTON GÇÖ OVER THE LAST 135 YEARS EXXON MOBIL HAS SURVIVED HOSTILE GOVERNMENTS ILL-FATED INVESTMENTS AND THE CATASTROPHIC EXXON VALDEZ OIL SPILL. THROUGH IT ...,GLOBAL DATA,https://www.nytimes.com/2020/12/10/business/energy-environment/exxon-mobil-pandemic-energy-transition.html
2020-12-11,investor campaigns,DAILY,Church of England backs activist calls for Exxon changes, ,0.0,THE GLOBE AND MAIL,+1.33,Church of England;Exxon;Exxon Mobil Corp;England;Church Commissioners,changes;increase;XOM-N,activist,NEWS AI SENTIMENTS,0.3,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,CHURCH COMMISSIONERS FOR ENGLAND JOINED GROWING INVESTOR CAMPAIGNS DEMANDING CHANGES AT EXXON MOBIL CORP. XOM-N +1.33%INCREASE. AND ON THURSDAY ...,GLOBAL DATA,https://www.theglobeandmail.com/business/industry-news/energy-and-resources/article-church-of-england-backs-activist-calls-for-exxon-changes/
2020-12-11,oil spill,DAILY,Letter: Oil spill funds restoration,state,0.0,ANCHORAGE DAILY NEWS, ,group;Exxon Valdez,Oil spill funds restoration;restoration funds;spill;EVOS,Trustee,NEWS AI SENTIMENTS,0.0,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,A GROUP THAT AUTHORED A RECENT OP-ED AGAIN PROPOSED TO TRANSFER ALL REMAINING EXXON VALDEZ OIL SPILL  RESTORATION FUNDS FROM THE STATE/FEDERAL SPILL TRUSTEE ...,GLOBAL DATA,https://www.adn.com/opinions/letters/2020/12/10/letter-oil-spill-funds-restoration/
2020-12-10, ,DAILY,Trump Tackles Medical Supply Shortage By Awarding ...,WASHINGTON,-0.1,THE ONION, ,Trump Tackles Medical Supply;corporations,Shortage;Awarding;way;coronavirus;plan;side,Donald Trump;President,NEWS AI SENTIMENTS,0.6,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,WASHINGTONGÇÖSAYING THERE WAS NO WAY THE CORONAVIRUS COULD WIN WITH SUCH AMAZING CORPORATIONS ON THEIR SIDE PRESIDENT DONALD TRUMP KICKED OFF HIS PLAN ...,GLOBAL DATA,https://politics.theonion.com/trump-tackles-medical-supply-shortage-by-awarding-exxon-1842588943
2020-12-09,oil spills,DAILY,Letter: Oil reduction, ,0.0,ANCHORAGE DAILY NEWS, ,Exxon,Oil reduction;wildlife;spills;action,people,NEWS AI SENTIMENTS,0.8,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,MANY PEOPLE ARE AWARE THAT MARINE OIL SPILLS ARE HARMFUL TO WILDLIFE BUT THEY ARE NOT ACTIVELY THINKING ABOUT IT OR TAKING ACTION TO PREVENT FUTURE SPILLS. THE EXXON ...,GLOBAL DATA,https://www.adn.com/opinions/letters/2020/12/08/letter-oil-reduction/
2020-12-09,fall,DAILY,Exxon Mobil shelves a carbon capture project using ...,Wyoming;foothills,0.0,THE DALLAS MORNING NEWS, ,Exxon Mobil,shelves;carbon capture project;Elk;pronghorn antelope;way;landscape,Rocky,NEWS AI SENTIMENTS,0.1,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,ELK AND PRONGHORN ANTELOPE MIGRATE EACH FALL THROUGH SOUTHERN WYOMING WHERE THE SPARSELY VEGETATED LANDSCAPE SLOWLY GIVES WAY TO THE FOOTHILLS OF THE ROCKY ...,GLOBAL DATA,https://www.dallasnews.com/business/local-companies/2020/12/08/exxon-mobil-shelves-a-carbon-capture-project-using-technology-that-could-slow-climate-change/
2020-12-09, ,DAILY,St. Landry Parish Cankton sue oil gas companies over ...,St. Landry Parish;Cankton;village,-0.6,THE ADVOCATE,25,gas companies;government;Exxon Mobil;companies;ConocoPhillips;Chevron,oil, ,NEWS AI SENTIMENTS,1.3,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,THE ST. LANDRY PARISH GOVERNMENT AND THE VILLAGE OF CANKTON ARE SUING MORE THAN 25 COMPANIES INCLUDING CHEVRON EXXON MOBIL AND CONOCOPHILLIPS OVER ...,GLOBAL DATA,https://www.theadvocate.com/acadiana/news/article_c08dadb2-3976-11eb-bcda-63f29c539e9a.html
2020-12-08, ,DAILY,Big Oil laggard Exxon faces new climate threat: Activist investors, ,-0.3,CNBC, ,Exxon;Exxon Mobil;Big Oil;CalSTRS;Pension giant,climate threat;oil;gas;laggard;sector;market value decline,investors;Activist;hundreds,NEWS AI SENTIMENTS,1.0,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,EXXON MOBIL HAS BEEN A LAGGARD IN THE OIL AND GAS SECTOR AND HAS SEEN ITS MARKET VALUE DECLINE BY HUNDREDS OF BILLIONS OF DOLLARS. PENSION GIANT CALSTRS IS ...,GLOBAL DATA,https://www.cnbc.com/2020/12/07/big-oil-laggard-exxon-faces-new-climate-threat-activist-investors.html
2020-12-08, ,DAILY,Exxon faces proxy fight launched by new activist firm Engine ...,one;America,0.0,REUTERS,one,Exxon;Exxon Mobil Corp;energy giant;activist firm;investment firm;Reuters;brands,proxy fight;Engine;aim, ,NEWS AI SENTIMENTS,0.1,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES, -A NEW INVESTMENT FIRM IS TAKING AIM AT ONE OF CORPORATE AMERICA'S MOST ICONIC BRANDS PRESSING ENERGY GIANT EXXON MOBIL CORP TO OVERHAUL ITSELF BY ...,GLOBAL DATA,https://www.reuters.com/article/exxon-shareholders-engine-no-1/update-1-exxon-faces-proxy-fight-launched-by-new-activist-firm-engine-no-1-idUSL4N2IN39V
2020-12-08, ,DAILY,Exxon faces proxy fight launched by new activist firm Engine ...,one;America,0.1,REUTERS,one,Exxon;Exxon Mobil Corp;energy giant;activist firm;investment firm;Reuters;brands,proxy fight;Engine;aim, ,NEWS AI SENTIMENTS,0.2,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES, -A NEW INVESTMENT FIRM IS TAKING AIM AT ONE OF CORPORATE AMERICA'S MOST ICONIC BRANDS AND PRESSING ENERGY GIANT EXXON MOBIL CORP TO OVERHAUL ITSELF BY ...,GLOBAL DATA,https://www.reuters.com/article/exxon-shareholders-engine-no-1/update-3-exxon-faces-proxy-fight-launched-by-new-activist-firm-engine-no-1-idUSL4N2IN39V
2020-12-08, ,DAILY,Exxon faces proxy fight launched by new activist firm Engine ...,one;America,0.0,REUTERS,one,Exxon;Exxon Mobil Corp;energy giant;activist firm;investment firm;Reuters;brands,proxy fight;Engine;aim, ,NEWS AI SENTIMENTS,0.1,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES, -A NEW INVESTMENT FIRM IS TAKING AIM AT ONE OF CORPORATE AMERICA'S MOST ICONIC BRANDS PRESSING ENERGY GIANT EXXON MOBIL CORP TO OVERHAUL ITSELF BY ...,GLOBAL DATA,https://www.reuters.com/article/exxon-shareholders-engine-no-1/update-1-exxon-faces-proxy-fight-launched-by-new-activist-firm-engine-no-1-idUSL4N2IN39V
2020-12-08, ,DAILY,Exxon faces proxy fight launched by new activist firm Engine ...,one;America,0.1,REUTERS,one,Exxon;Exxon Mobil Corp;energy giant;activist firm;investment firm;Reuters;brands,proxy fight;Engine;aim, ,NEWS AI SENTIMENTS,0.2,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES, -A NEW INVESTMENT FIRM IS TAKING AIM AT ONE OF CORPORATE AMERICA'S MOST ICONIC BRANDS AND PRESSING ENERGY GIANT EXXON MOBIL CORP TO OVERHAUL ITSELF BY ...,GLOBAL DATA,https://www.reuters.com/article/exxon-shareholders-engine-no-1/update-3-exxon-faces-proxy-fight-launched-by-new-activist-firm-engine-no-1-idUSL4N2IN39V
2020-12-02,write-down;collapse,DAILY,Energy giant faces historic write-down as oil and gas markets ...,markets;US,-0.2,THE BOSTON GLOBE, ,Energy giant;Exxon Mobil Corp.;producer,oil;gas;history;reels;energy, ,NEWS AI SENTIMENTS,0.4,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,EXXON MOBIL CORP. IS ABOUT TO INCUR THE BIGGEST WRITE-DOWN IN ITS MODERN HISTORY AS THE GIANT US OIL AND GAS PRODUCER REELS FROM THIS YEAR'S COLLAPSE IN ENERGY ...,GLOBAL DATA,https://www.bostonglobe.com/2020/12/01/business/energy-giant-faces-historic-write-down-oil-gas-markets-implode/
2020-12-02, ,DAILY,Exxon Announces Record Write-Down Amid Energy Market Tumble, ,0.0,NPR,17;20 billion,Exxon;ExxonMobil,Write-Down Amid Energy Market Tumble;Record;investments;gas;oil;natural gas assets, ,NEWS AI SENTIMENTS,0.0,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,AFTER INSISTING FOR MONTHS THAT ITS OIL AND GAS INVESTMENTS REMAIN AS VALUABLE AS EVER EXXONMOBIL PLANS TO WRITE DOWN $17 TO $20 BILLION IN NATURAL GAS ASSETS ...,GLOBAL DATA,https://www.npr.org/2020/12/01/940590247/exxon-writes-off-record-amount-from-value-of-assets-amid-energy-market-downturn
2020-12-02,oil price recovery,DAILY,Exxon faces $20 billion hit from 'epic failure' of a decade ago, ,-0.3,CNN,20 billion,Exxon;XOM,hit;failure;spending ambitions;charge, ,NEWS AI SENTIMENTS,0.6,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,EXXON ALSO PROMISED TO SHARPLY SCALE BACK ITS SPENDING AMBITIONS AS IT BRACES FOR A MORE MUTED OIL PRICE RECOVERY. EXXON  PLANS TO TAKE A NON-CASH CHARGE OF ...,GLOBAL DATA,https://www.cnn.com/2020/12/01/business/exxon-oil-gas-writedown/index.html
2020-12-02, ,DAILY,Stocks making the biggest moves in premarket: Zoom Video ..., ,-0.1,CNBC,7,companies;ZM,moves;Stocks;premarket;trading;video conferencing stock;reporting, ,NEWS AI SENTIMENTS,0.8,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,HERE ARE THE COMPANIES MAKING HEADLINES IN PREMARKET TRADING: ZOOM VIDEO  GÇÖ THE VIDEO CONFERENCING STOCK WAS DOWN 7% DESPITE ZOOM REPORTING ...,GLOBAL DATA,https://www.cnbc.com/2020/12/01/stocks-making-the-biggest-moves-in-premarket-zoom-video-tesla-exxon-more.html
2020-12-02, ,DAILY,Exxon Announces Record Write-Down Amid Energy Market Tumble, ,0.0,NPR,17;20 billion,Exxon;ExxonMobil,Write-Down Amid Energy Market Tumble;Record;investments;gas;oil;natural gas assets, ,NEWS AI SENTIMENTS,0.0,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,AFTER INSISTING FOR MONTHS THAT ITS OIL AND GAS INVESTMENTS REMAIN AS VALUABLE AS EVER EXXONMOBIL PLANS TO WRITE DOWN $17 TO $20 BILLION IN NATURAL GAS ASSETS ...,GLOBAL DATA,https://www.npr.org/2020/12/01/940590247/exxon-writes-off-record-amount-from-value-of-assets-amid-energy-market-downturn
2020-12-01, ,DAILY,Exxon Mobil cuts billions in capital spending as oil and gas ..., ,-0.3,THE NEW YORK TIMES,20;four,Exxon Mobil,billions;capital spending;oil;gas;spending;exploration;production, ,NEWS AI SENTIMENTS,0.7,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,EXXON MOBIL ANNOUNCED ON MONDAY THAT IT WOULD SIGNIFICANTLY CUT SPENDING ON EXPLORATION AND PRODUCTION OVER THE NEXT FOUR YEARS AND WOULD WRITE OFF UP TO $20 ...,GLOBAL DATA,https://www.nytimes.com/2020/11/30/business/exxon-mobil-capital-spending-write-downs.html
2020-12-01, ,DAILY,Exxon tries to put the worst behind it with $20 billion ...,U.S.,-0.6,CNBC,17 billion;20 billion,Exxon;Exxon Mobil;oil producer,worst;value;natural gas properties, ,NEWS AI SENTIMENTS,1.2,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,TOP U.S. OIL PRODUCER EXXON MOBIL ON MONDAY SAID IT WOULD WRITE DOWN THE VALUE OF $17 BILLION TO $20 BILLION IN NATURAL GAS PROPERTIES ITS BIGGEST-EVER ...,GLOBAL DATA,https://www.cnbc.com/2020/11/30/exxon-tries-to-put-the-worst-behind-it-with-20-billion-impairment-charge.html
2020-12-01, ,DAILY,Exxon tries to put the worst behind it with $20 billion ...,U.S.,-0.6,REUTERS,17 billion;20 billion,Exxon;Exxon Mobil Corp;oil producer;Reuters,worst;natural gas properties;value, ,NEWS AI SENTIMENTS,1.2,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES, - TOP U.S. OIL PRODUCER EXXON MOBIL CORP ON MONDAY SAID IT WOULD WRITE DOWN THE VALUE OF $17 BILLION TO $20 BILLION IN NATURAL GAS PROPERTIES ITS BIGGEST ...,GLOBAL DATA,https://www.reuters.com/article/us-exxon-mobil-outlook/exxon-tries-to-put-the-worst-behind-it-with-20-billion-impairment-charge-idUSKBN28A31I
2020-12-01, ,DAILY,Exxon tries to put the worst behind it with $20 billion ...,U.S.,-0.6,REUTERS,17 billion;20 billion,Exxon;Exxon Mobil Corp;oil producer;Reuters,worst;natural gas properties;value, ,NEWS AI SENTIMENTS,1.2,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES, - TOP U.S. OIL PRODUCER EXXON MOBIL CORP ON MONDAY SAID IT WOULD WRITE DOWN THE VALUE OF $17 BILLION TO $20 BILLION IN NATURAL GAS PROPERTIES ITS BIGGEST ...,GLOBAL DATA,https://www.reuters.com/article/us-exxon-mobil-outlook/exxon-tries-to-put-the-worst-behind-it-with-20-billion-impairment-charge-idUSKBN28A31I
2020-12-01, ,DAILY,Exxon Mobil takes record writedown on natural gas assets ...,Irving;U.S.;South American,-0.2,THE DALLAS MORNING NEWS,20 billion,Exxon Mobil;Exxon Mobil Corp.,record writedown;natural gas assets;value;impairment, ,NEWS AI SENTIMENTS,0.5,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,IRVING-BASED EXXON MOBIL CORP. WROTE DOWN THE VALUE OF U.S. AND SOUTH AMERICAN NATURAL GAS ASSETS BY AS MUCH AS $20 BILLION THE LARGEST IMPAIRMENT IN ITS ...,GLOBAL DATA,https://www.dallasnews.com/business/local-companies/2020/11/30/exxon-mobil-takes-record-writedown-on-natural-gas-assets-dramatically-cuts-its-long-term-spending/
2020-11-27, ,DAILY,Strategist picks 3 European oil stocks that could outpace ...,European;Denmark,-0.2,CNBC,3,companies;Saxo Bank,oil stocks;oil;outlook;strategy;gas,Strategist;investors,NEWS AI SENTIMENTS,0.8,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,DENMARK'S SAXO BANK BELIEVES THE LONG-TERM OUTLOOK FOR OIL AND GAS COMPANIES APPEARS BLEAK BUT THAT'S NOT TO SAY THERE ISN'T A STRATEGY FOR INVESTORS TO CONSIDER ...,GLOBAL DATA,https://www.cnbc.com/2020/11/26/saxo-bank-picks-3-oil-stocks-that-could-outpace-exxon-chevron.html
